transaction_id,date,region,product,amount
TX3360,2019-02-22,amer,widget,639.03
TX3365,2019-02-23,latam,widget,42.37
TX3368,2019-02-23,apac,thingamajig,47.55
TX3374,2019-02-23,amer,thingamajig,549.42
TX3381,2019-02-23,emea,doohickey,328.06
TX3382,2019-02-23,apac,widget,29.67
TX3385,2019-02-23,latam,doohickey,228.03
TX3386,2019-02-23,latam,thingamajig,246.31
TX3388,2019-02-23,latam,thingamajig,110.54
TX3390,2019-02-23,latam,widget,278.24
TX3397,2019-02-23,apac,widget,236.35
TX3398,2019-02-23,latam,gadget,79.86
TX3401,2019-02-24,emea,widget,112.37
TX3404,2019-02-24,amer,widget,146.19
TX3406,2019-02-24,latam,thingamajig,26.92
TX3411,2019-02-24,latam,widget,199.18
TX3412,2019-02-24,emea,doohickey,27.53
TX3419,2019-02-24,amer,thingamajig,121.76
TX3423,2019-02-24,apac,gadget,367.49
TX3429,2019-02-24,apac,doohickey,120.01
TX3432,2019-02-24,apac,widget,80.01
TX3434,2019-02-24,latam,doohickey,141.89
TX3438,2019-02-24,amer,doohickey,371.32
TX3440,2019-02-24,latam,gadget,311.28
TX3444,2019-02-24,amer,widget,32.15
TX3448,2019-02-24,latam,doohickey,101.91
TX3451,2019-02-25,apac,doohickey,140.17
TX3454,2019-02-25,apac,thingamajig,226.84
TX3457,2019-02-25,latam,doohickey,51.94
TX3460,2019-02-25,latam,gadget,323.61
TX3463,2019-02-25,latam,doohickey,118.21
TX3464,2019-02-25,apac,gadget,650.42
TX3470,2019-02-25,emea,thingamajig,355.25
TX3476,2019-02-25,amer,widget,61.47
TX3483,2019-02-25,latam,thingamajig,456.8
TX3485,2019-02-25,apac,doohickey,245.79
TX3491,2019-02-25,latam,thingamajig,45.18
TX3492,2019-02-25,latam,thingamajig,148.07
TX3497,2019-02-25,latam,widget,174.55
TX3504,2019-02-25,emea,widget,834.32
TX3511,2019-02-25,amer,gadget,73.48
TX3516,2019-02-26,latam,doohickey,991.63
TX3523,2019-02-26,emea,widget,140.1
TX3526,2019-02-26,apac,thingamajig,65.25
TX3529,2019-02-26,apac,doohickey,124.08
TX3530,2019-02-26,amer,thingamajig,163.22
TX3531,2019-02-26,apac,doohickey,34.61
TX3534,2019-02-26,apac,thingamajig,105.84
TX3537,2019-02-26,latam,thingamajig,160.18
TX3538,2019-02-27,emea,widget,90.69
TX3545,2019-02-27,emea,gadget,105.85
TX3551,2019-02-27,apac,gadget,72.1
TX3554,2019-02-27,latam,gadget,201.95
TX3561,2019-02-27,apac,gadget,129.63
TX3567,2019-02-27,latam,widget,262.02
TX3573,2019-02-27,apac,thingamajig,233.53
TX3578,2019-02-27,emea,gadget,139.72
TX3580,2019-02-27,emea,widget,83.29
TX3587,2019-02-27,apac,doohickey,498.34
TX3590,2019-02-27,emea,doohickey,57.68
TX3596,2019-02-27,amer,thingamajig,481.43
TX3601,2019-02-27,emea,doohickey,124.63
TX3608,2019-02-28,apac,doohickey,151.94
TX3613,2019-02-28,apac,doohickey,219.08
TX3614,2019-02-28,emea,gadget,70.41
TX3617,2019-02-28,latam,thingamajig,288.76
TX3622,2019-02-28,latam,thingamajig,40.6
TX3624,2019-02-28,apac,gadget,165.04
TX3628,2019-02-28,apac,doohickey,86.8
TX3635,2019-02-28,emea,doohickey,148.92
TX3636,2019-02-28,apac,thingamajig,164.08
TX3641,2019-02-28,latam,thingamajig,173.98
TX3647,2019-02-28,latam,thingamajig,167.42
TX3649,2019-02-28,emea,gadget,25.71
TX3652,2019-02-28,apac,doohickey,12.98
TX3659,2019-03-01,latam,widget,151.7
TX3664,2019-03-01,amer,widget,34.11
TX3671,2019-03-01,apac,thingamajig,309.64
TX3672,2019-03-01,apac,doohickey,324.62
TX3679,2019-03-01,latam,doohickey,1752.85
TX3682,2019-03-01,emea,thingamajig,480.67
TX3689,2019-03-01,apac,gadget,1231.15
TX3696,2019-03-01,amer,thingamajig,326.1
TX3698,2019-03-01,apac,gadget,234.8
TX3705,2019-03-01,amer,doohickey,19.69
TX3708,2019-03-02,amer,doohickey,932.18
TX3713,2019-03-02,emea,gadget,79.66
TX3720,2019-03-02,emea,doohickey,374.68
TX3727,2019-03-02,apac,gadget,261.03
TX3729,2019-03-02,apac,thingamajig,303.25
TX3733,2019-03-02,amer,thingamajig,41.8
TX3737,2019-03-02,emea,thingamajig,149.35
TX3742,2019-03-02,amer,thingamajig,337.52
TX3746,2019-03-02,emea,widget,100.15
TX3752,2019-03-02,amer,widget,864.42
TX3754,2019-03-03,apac,thingamajig,832.05
TX3757,2019-03-03,amer,doohickey,98.57
TX3762,2019-03-03,latam,doohickey,212.02
TX3768,2019-03-03,emea,widget,349.77
TX3774,2019-03-03,latam,widget,372.67
TX3775,2019-03-03,apac,thingamajig,641.29
TX3779,2019-03-03,latam,gadget,5.16
TX3785,2019-03-03,amer,gadget,581.33
TX3792,2019-03-03,amer,widget,652.75
TX3798,2019-03-03,emea,doohickey,112.27
TX3804,2019-03-03,apac,widget,566.92
TX3808,2019-03-03,apac,thingamajig,240.79
TX3814,2019-03-03,emea,widget,27.95
TX3816,2019-03-03,apac,gadget,160.47
TX3817,2019-03-04,amer,widget,6.94
TX3824,2019-03-04,apac,thingamajig,136.69
TX3825,2019-03-04,emea,widget,67.4
TX3826,2019-03-04,amer,gadget,95.22
TX3830,2019-03-04,apac,gadget,361.36
TX3831,2019-03-04,emea,gadget,186.47
TX3835,2019-03-04,apac,gadget,108.83
TX3839,2019-03-04,latam,gadget,234.75
TX3840,2019-03-04,apac,widget,549.58
TX3845,2019-03-04,amer,thingamajig,319.25
TX3848,2019-03-04,apac,doohickey,380.79
TX3854,2019-03-04,amer,widget,26.12
TX3861,2019-03-04,amer,gadget,455.67
TX3866,2019-03-04,apac,thingamajig,229.1
TX3869,2019-03-04,apac,thingamajig,254.35
TX3870,2019-03-05,emea,widget,71.21
TX3873,2019-03-05,apac,thingamajig,657.07
TX3880,2019-03-05,latam,doohickey,443.28
TX3885,2019-03-05,latam,widget,280.68
TX3886,2019-03-05,emea,doohickey,217.45
TX3888,2019-03-05,emea,thingamajig,14.75
TX3893,2019-03-05,latam,thingamajig,86.01
TX3899,2019-03-05,apac,doohickey,128.51
TX3900,2019-03-05,apac,gadget,94.02
TX3905,2019-03-05,emea,doohickey,99.95
TX3911,2019-03-05,apac,widget,143.08
TX3913,2019-03-05,latam,widget,26.64
TX3917,2019-03-05,emea,doohickey,232.4
TX3923,2019-03-05,apac,widget,329.87
TX3929,2019-03-06,emea,gadget,40.42
TX3933,2019-03-06,amer,gadget,738.91
TX3936,2019-03-06,amer,widget,37.58
TX3943,2019-03-06,amer,thingamajig,557.37
TX3946,2019-03-06,amer,widget,183.09
TX3950,2019-03-06,amer,widget,150.76
TX3954,2019-03-06,apac,doohickey,475.77
TX3956,2019-03-06,emea,widget,75.69
TX3962,2019-03-07,emea,widget,175.63
TX3964,2019-03-07,amer,thingamajig,16.3
TX3966,2019-03-07,emea,thingamajig,52.32
TX3968,2019-03-07,latam,doohickey,98.2
TX3971,2019-03-07,amer,widget,424.68
TX3976,2019-03-07,emea,gadget,273.51
TX3978,2019-03-07,emea,thingamajig,396.53
TX3979,2019-03-07,amer,doohickey,507.92
TX3982,2019-03-07,latam,widget,26.68
TX3985,2019-03-07,amer,gadget,58.76
TX3989,2019-03-07,latam,gadget,115.23
TX3991,2019-03-08,latam,widget,6.54
TX3993,2019-03-08,emea,doohickey,192.17
TX3994,2019-03-08,latam,doohickey,346.44
TX3995,2019-03-08,apac,thingamajig,60.12
TX3999,2019-03-08,apac,doohickey,784.75
TX4000,2019-03-08,apac,thingamajig,15.77
TX4006,2019-03-08,latam,widget,547.24
TX4011,2019-03-08,apac,thingamajig,29.11
TX4012,2019-03-08,emea,thingamajig,220.1
TX4018,2019-03-08,apac,doohickey,804.28
TX4021,2019-03-08,latam,doohickey,461.78
TX4025,2019-03-09,emea,gadget,81.17
TX4027,2019-03-09,emea,gadget,368.32
TX4028,2019-03-09,latam,doohickey,48.1
TX4032,2019-03-09,amer,gadget,35.88
TX4036,2019-03-09,amer,widget,93.47
TX4037,2019-03-09,amer,widget,46.16
TX4039,2019-03-09,amer,gadget,438.78
TX4040,2019-03-09,amer,thingamajig,303.05
TX4045,2019-03-09,amer,doohickey,17.05
TX4052,2019-03-09,emea,thingamajig,1127.06
TX4059,2019-03-09,apac,widget,149.44
TX4063,2019-03-09,apac,widget,30.8
TX4064,2019-03-09,apac,gadget,20.28
TX4071,2019-03-10,emea,doohickey,127.83
TX4078,2019-03-10,emea,gadget,23.71
TX4084,2019-03-10,apac,widget,145.63
TX4091,2019-03-10,amer,widget,429.36
TX4092,2019-03-10,emea,gadget,689.52
TX4097,2019-03-10,latam,thingamajig,141.24
TX4098,2019-03-10,latam,gadget,120.79
TX4101,2019-03-10,apac,doohickey,63.01
TX4104,2019-03-10,apac,widget,146.75
TX4109,2019-03-10,apac,doohickey,236.7
TX4113,2019-03-10,latam,widget,132.44
TX4116,2019-03-11,latam,gadget,120.9
TX4122,2019-03-11,apac,widget,523.35
TX4126,2019-03-11,amer,thingamajig,370.49
TX4131,2019-03-11,amer,doohickey,369.96
TX4135,2019-03-11,emea,doohickey,80.67
TX4140,2019-03-11,amer,widget,64.33
TX4147,2019-03-11,amer,gadget,1150.13
TX4149,2019-03-11,apac,doohickey,30.32
TX4154,2019-03-11,emea,gadget,411.65
TX4157,2019-03-12,apac,gadget,661.77
TX4159,2019-03-12,amer,widget,220.46
TX4165,2019-03-12,apac,gadget,294.4
TX4172,2019-03-12,latam,doohickey,1066.61
TX4174,2019-03-12,emea,widget,166.81
TX4176,2019-03-12,emea,thingamajig,225.91
TX4177,2019-03-12,apac,gadget,101.74
TX4180,2019-03-12,amer,widget,307.9
TX4181,2019-03-12,apac,widget,43.36
TX4188,2019-03-12,amer,widget,184.32
TX4191,2019-03-12,latam,widget,297.61
TX4194,2019-03-12,apac,gadget,91.21
TX4200,2019-03-12,latam,doohickey,717.79
TX4202,2019-03-12,amer,gadget,299.77
TX4206,2019-03-13,amer,gadget,92.95
TX4208,2019-03-13,latam,widget,318.2
TX4210,2019-03-13,apac,widget,226.35
TX4214,2019-03-13,emea,gadget,41.38
TX4217,2019-03-13,apac,widget,974.29
TX4224,2019-03-13,amer,thingamajig,301.24
TX4225,2019-03-13,apac,widget,78.96
TX4228,2019-03-13,emea,widget,76.18
TX4229,2019-03-13,latam,gadget,122.04
TX4233,2019-03-13,latam,doohickey,168.06
TX4234,2019-03-14,apac,gadget,428.59
TX4238,2019-03-14,emea,doohickey,23.38
TX4239,2019-03-14,emea,widget,97.11
TX4242,2019-03-14,latam,gadget,49.75
TX4248,2019-03-14,emea,doohickey,23.71
TX4253,2019-03-14,latam,widget,1017.39
TX4257,2019-03-14,apac,thingamajig,690.19
TX4259,2019-03-14,amer,gadget,18.21
TX4261,2019-03-14,amer,doohickey,131.34
TX4264,2019-03-14,emea,thingamajig,70.09
TX4269,2019-03-14,latam,gadget,196.46
TX4270,2019-03-14,latam,widget,112.42
TX4273,2019-03-14,latam,gadget,421.81
TX4274,2019-03-14,apac,doohickey,11.26
TX4278,2019-03-15,amer,thingamajig,450.54
TX4282,2019-03-15,amer,widget,166.18
TX4288,2019-03-15,apac,doohickey,193.53
TX4292,2019-03-15,latam,widget,115.66
TX4295,2019-03-15,amer,gadget,144.05
TX4302,2019-03-15,emea,gadget,80.06
TX4309,2019-03-15,emea,widget,291.15
TX4315,2019-03-15,latam,gadget,106.11
TX4320,2019-03-15,latam,thingamajig,20.1
TX4325,2019-03-16,latam,doohickey,517.19
TX4326,2019-03-16,emea,gadget,125.53
TX4327,2019-03-16,latam,gadget,720.43
TX4329,2019-03-16,apac,gadget,864.55
TX4330,2019-03-16,latam,gadget,137.14
TX4337,2019-03-16,amer,doohickey,241.83
TX4343,2019-03-16,emea,widget,594.3
TX4347,2019-03-16,amer,doohickey,200.06
TX4352,2019-03-16,emea,thingamajig,152.07
TX4353,2019-03-16,apac,widget,133.45
TX4354,2019-03-16,emea,doohickey,203.5
TX4361,2019-03-16,amer,thingamajig,189.1
TX4364,2019-03-16,latam,thingamajig,120.91
TX4365,2019-03-16,latam,gadget,50.36
TX4370,2019-03-16,latam,widget,230.16
TX4373,2019-03-17,emea,thingamajig,286.48
TX4376,2019-03-17,emea,doohickey,550.6
TX4383,2019-03-17,amer,doohickey,383.77
TX4390,2019-03-17,emea,gadget,167.37
TX4392,2019-03-17,latam,doohickey,90.77
TX4395,2019-03-17,emea,gadget,318.18
TX4399,2019-03-17,latam,thingamajig,62.0
TX4406,2019-03-17,amer,widget,179.41
TX4411,2019-03-17,emea,doohickey,381.26
TX4417,2019-03-17,apac,widget,174.64
TX4419,2019-03-17,apac,widget,56.39
TX4421,2019-03-17,emea,doohickey,13.07
TX4427,2019-03-17,amer,thingamajig,58.29
TX4432,2019-03-17,emea,widget,126.38
TX4435,2019-03-18,latam,gadget,166.03
TX4442,2019-03-18,amer,doohickey,159.45
TX4444,2019-03-18,amer,widget,441.33
TX4447,2019-03-18,emea,gadget,11.68
TX4454,2019-03-18,apac,gadget,208.82
TX4460,2019-03-18,apac,doohickey,66.21
TX4466,2019-03-18,emea,widget,131.43
TX4470,2019-03-18,apac,widget,586.98
TX4472,2019-03-18,amer,doohickey,74.81
TX4476,2019-03-18,amer,thingamajig,547.02
TX4479,2019-03-18,amer,thingamajig,64.08
TX4480,2019-03-19,amer,doohickey,176.95
TX4483,2019-03-19,latam,widget,281.8
TX4486,2019-03-19,amer,doohickey,1073.81
TX4489,2019-03-19,amer,gadget,261.19
TX4491,2019-03-19,apac,widget,179.8
TX4498,2019-03-19,latam,doohickey,472.31
TX4504,2019-03-19,emea,thingamajig,41.18
TX4507,2019-03-19,latam,thingamajig,77.08
TX4511,2019-03-19,apac,doohickey,325.3
TX4517,2019-03-20,latam,doohickey,188.58
TX4522,2019-03-20,apac,gadget,90.67
TX4525,2019-03-20,apac,doohickey,29.65
TX4531,2019-03-20,apac,doohickey,401.49
TX4537,2019-03-20,amer,gadget,27.45
TX4543,2019-03-20,latam,doohickey,497.31
TX4546,2019-03-20,amer,thingamajig,77.45
TX4553,2019-03-20,emea,widget,35.08
TX4557,2019-03-20,emea,thingamajig,533.5
TX4562,2019-03-20,emea,gadget,90.04
TX4564,2019-03-20,amer,thingamajig,1174.46
TX4566,2019-03-21,apac,widget,96.29
TX4570,2019-03-21,apac,doohickey,102.06
TX4576,2019-03-21,latam,doohickey,19.34
TX4578,2019-03-21,apac,gadget,348.7
TX4582,2019-03-21,emea,gadget,374.14
TX4587,2019-03-21,latam,thingamajig,141.48
TX4591,2019-03-21,latam,widget,811.84
TX4592,2019-03-21,amer,widget,188.14
TX4595,2019-03-21,apac,widget,344.38
TX4601,2019-03-21,apac,gadget,5.99
TX4607,2019-03-21,amer,gadget,507.91
TX4608,2019-03-21,amer,gadget,121.11
TX4609,2019-03-21,amer,doohickey,421.73
TX4613,2019-03-21,amer,thingamajig,317.32
TX4619,2019-03-21,amer,thingamajig,1300.42
TX4626,2019-03-22,latam,widget,55.11
TX4628,2019-03-22,apac,gadget,65.96
TX4634,2019-03-22,apac,widget,10.32
TX4637,2019-03-22,emea,thingamajig,303.01
TX4643,2019-03-22,emea,widget,75.9
TX4649,2019-03-22,emea,widget,32.46
TX4655,2019-03-22,latam,thingamajig,34.53
TX4656,2019-03-22,latam,gadget,195.2
TX4658,2019-03-22,emea,doohickey,290.14
TX4662,2019-03-22,amer,gadget,265.09
TX4666,2019-03-22,emea,widget,431.19
TX4669,2019-03-22,emea,thingamajig,34.05
TX4671,2019-03-22,amer,gadget,230.37
TX4677,2019-03-23,apac,widget,131.53
TX4682,2019-03-23,apac,thingamajig,169.61
TX4685,2019-03-23,emea,widget,69.14
TX4686,2019-03-23,latam,gadget,437.77
TX4687,2019-03-23,emea,widget,367.87
TX4690,2019-03-23,latam,doohickey,253.11
TX4693,2019-03-23,emea,gadget,154.79
TX4700,2019-03-23,amer,doohickey,14.66
TX4707,2019-03-23,latam,widget,276.05
TX4708,2019-03-23,emea,widget,462.31
TX4715,2019-03-23,apac,doohickey,40.75
TX4718,2019-03-23,amer,widget,544.83
TX4721,2019-03-23,apac,widget,409.93
TX4725,2019-03-24,amer,thingamajig,791.81
TX4731,2019-03-24,latam,gadget,461.39
TX4732,2019-03-24,emea,gadget,39.12
TX4733,2019-03-24,latam,thingamajig,134.1
TX4735,2019-03-24,amer,widget,231.8
TX4742,2019-03-24,apac,thingamajig,281.84
TX4746,2019-03-24,latam,thingamajig,33.76
TX4747,2019-03-24,amer,widget,20.7
TX4753,2019-03-24,apac,doohickey,491.59
TX4758,2019-03-24,emea,thingamajig,182.71
TX4764,2019-03-24,latam,doohickey,316.28
TX4770,2019-03-24,latam,gadget,275.7
TX4777,2019-03-24,emea,widget,425.29
TX4783,2019-03-24,latam,thingamajig,658.7
TX4784,2019-03-25,amer,gadget,339.09
TX4787,2019-03-25,emea,gadget,847.74
TX4792,2019-03-25,latam,gadget,252.42
TX4793,2019-03-25,latam,widget,152.48
TX4800,2019-03-25,amer,widget,170.62
TX4804,2019-03-25,emea,widget,333.18
TX4808,2019-03-25,emea,widget,132.59
TX4815,2019-03-25,amer,gadget,227.45
TX4821,2019-03-25,amer,doohickey,272.15
TX4828,2019-03-25,apac,thingamajig,18.39
TX4833,2019-03-26,latam,doohickey,355.04
TX4839,2019-03-26,emea,gadget,149.59
TX4840,2019-03-26,amer,doohickey,105.22
TX4846,2019-03-26,apac,thingamajig,31.98
TX4848,2019-03-26,latam,widget,419.02
TX4851,2019-03-26,apac,widget,231.51
TX4858,2019-03-26,latam,gadget,124.77
TX4864,2019-03-26,latam,widget,103.97
TX4870,2019-03-26,emea,thingamajig,441.05
TX4874,2019-03-26,apac,thingamajig,262.83
TX4875,2019-03-26,emea,thingamajig,186.39
TX4882,2019-03-26,apac,gadget,216.14
TX4888,2019-03-26,emea,thingamajig,410.29
TX4893,2019-03-27,latam,gadget,516.66
TX4896,2019-03-27,amer,doohickey,126.75
TX4900,2019-03-27,apac,thingamajig,397.09
TX4905,2019-03-27,amer,doohickey,293.96
TX4911,2019-03-27,apac,gadget,325.38
TX4913,2019-03-27,amer,doohickey,239.87
TX4919,2019-03-27,apac,doohickey,39.16
TX4925,2019-03-27,amer,thingamajig,34.43
TX4930,2019-03-27,latam,doohickey,207.91
TX4937,2019-03-27,emea,widget,136.72
TX4938,2019-03-27,emea,widget,120.07
TX4940,2019-03-27,apac,doohickey,79.54
TX4946,2019-03-27,emea,doohickey,74.22
TX4953,2019-03-28,amer,thingamajig,191.98
TX4954,2019-03-28,apac,thingamajig,234.78
TX4956,2019-03-28,amer,widget,176.66
TX4960,2019-03-28,amer,widget,122.67
TX4961,2019-03-28,apac,thingamajig,331.71
TX4968,2019-03-28,amer,gadget,66.34
TX4975,2019-03-28,apac,doohickey,314.76
TX4979,2019-03-28,emea,gadget,51.88
TX4981,2019-03-28,emea,thingamajig,323.8
TX4982,2019-03-28,amer,gadget,139.28
TX4984,2019-03-28,amer,widget,215.49
TX4988,2019-03-29,apac,widget,301.83
TX4990,2019-03-29,emea,doohickey,638.56
TX4994,2019-03-29,amer,widget,379.45
TX5001,2019-03-29,apac,gadget,300.18
TX5006,2019-03-29,apac,thingamajig,21.95
TX5011,2019-03-29,emea,doohickey,189.83
TX5013,2019-03-29,amer,doohickey,520.75
TX5016,2019-03-29,latam,widget,88.41
TX5017,2019-03-29,latam,gadget,270.31
TX5023,2019-03-29,apac,widget,233.27
TX5029,2019-03-29,latam,widget,525.46
TX5033,2019-03-29,amer,widget,76.16
TX5038,2019-03-29,amer,thingamajig,419.38
TX5039,2019-03-30,apac,doohickey,89.38
TX5044,2019-03-30,emea,gadget,25.62
TX5051,2019-03-30,emea,widget,190.31
TX5053,2019-03-30,apac,thingamajig,271.32
TX5060,2019-03-30,latam,widget,31.34
TX5066,2019-03-30,emea,thingamajig,283.04
TX5072,2019-03-30,emea,widget,101.73
TX5073,2019-03-30,amer,widget,52.04
TX5078,2019-03-30,amer,thingamajig,418.72
TX5082,2019-03-30,latam,thingamajig,148.97
TX5085,2019-03-30,emea,widget,9.09
TX5091,2019-03-30,emea,widget,310.76
TX5097,2019-03-30,amer,widget,457.53
TX5100,2019-03-30,amer,widget,376.03
TX5103,2019-03-30,latam,thingamajig,352.84
TX5110,2019-03-31,latam,gadget,264.43
TX5115,2019-03-31,latam,doohickey,64.59
TX5121,2019-03-31,amer,widget,42.34
TX5126,2019-03-31,apac,widget,503.62
TX5127,2019-03-31,latam,widget,6.21
TX5130,2019-03-31,amer,gadget,61.59
TX5134,2019-03-31,apac,gadget,571.52
TX5136,2019-03-31,amer,gadget,64.87
TX5137,2019-03-31,emea,thingamajig,53.03
TX5143,2019-03-31,amer,widget,196.46
TX5146,2019-03-31,latam,doohickey,29.81
TX5149,2019-03-31,apac,widget,37.93
TX5152,2019-03-31,apac,doohickey,236.91
TX5156,2019-03-31,amer,gadget,148.76
TX5163,2019-04-01,latam,gadget,96.27
TX5164,2019-04-01,apac,thingamajig,95.18
TX5167,2019-04-01,apac,doohickey,444.98
TX5171,2019-04-01,amer,doohickey,154.15
TX5175,2019-04-01,apac,widget,197.54
TX5182,2019-04-01,apac,gadget,84.05
TX5185,2019-04-01,emea,widget,322.41
TX5186,2019-04-01,emea,thingamajig,459.65
TX5193,2019-04-01,emea,doohickey,219.0
TX5198,2019-04-01,latam,gadget,543.6
TX5201,2019-04-01,amer,gadget,124.62
TX5205,2019-04-01,emea,thingamajig,171.9
TX5208,2019-04-01,apac,gadget,172.4
TX1001,2019-01-01,apac,gadget,329.73
TX1003,2019-01-01,emea,thingamajig,325.06
TX1004,2019-01-01,apac,gadget,12.26
TX1009,2019-01-01,apac,thingamajig,226.12
